Entry	Protein names	Gene names	Length	Region
P38870	Uncharacterized protein YHR182W	YHR182W	785	REGION 313..340;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 732..785;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
Q6Q5X2	Cysteine-rich and transmembrane domain-containing protein YDR034W-B	YDR034W-B	51	REGION 1..28;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P38276	UPF0303 protein YBR137W	YBR137W YBR1013	179	
Q3E7Z9	Uncharacterized protein YOL038C-A	YOL038C-A	31	
P18961	Serine/threonine-protein kinase YPK2/YKR2 (EC 2.7.11.1)	YPK2 YKR2 YMR104C YM9718.03C	677	REGION 1..115;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P53049	Oligomycin resistance ATP-dependent permease YOR1 (ABC transporter YOR1) (ABC-type Cd(2+) transporter) (EC 7.2.2.2) (ABC-type glutathione-S-conjugate transporter) (EC 7.6.2.3) (Yeast oligomycin resistance protein 1)	YOR1 YRS1 YGR281W	1477	REGION 1..48;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 552..595;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P32939	Ypt/Rab-type GTPase YPT7 (Vacuolar morphology protein 4)	YPT7 VAM4 YML001W YM8270.02	208	
Q12484	Uncharacterized protein YOR343C	YOR343C O6287	108	
Q3E807	Uncharacterized protein YOR011W-A	YOR011W-A	68	
Q08995	Y' element ATP-dependent helicase YPR204W (EC 3.6.4.12)	YPR204W	1032	REGION 455..658;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
Q08909	Uncharacterized protein YOR385W	YOR385W	290	
P0C2J0	Transposon Ty1-PR2 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	TY1B-PR2 YPRWTy1-3 POL YPR158W-B P9584.3c	1756	REGION 1..93;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 126..173;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 299..401;  /note="RNA-binding";  /evidence="ECO:0000250"; REGION 352..421;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 583..640;  /note="Integrase-type zinc finger-like"; REGION 957..1088;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1093..1112;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1131..1188;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
Q03080	Uncharacterized protein YPL039W	YPL039W	316	REGION 223..263;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P0CX73	Transposon Ty1-PL Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	TY1A-PL YPLWTy1-1 GAG YPL257W-A P0725	440	REGION 1..93;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 126..174;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 299..401;  /note="RNA-binding";  /evidence="ECO:0000250"; REGION 352..440;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
Q06479	F-box protein YLR352W	YLR352W	807	REGION 607..647;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 716..739;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P40308	Triacylglycerol lipase 3 (EC 3.1.1.3) (Lipase 3)	TGL3 YMR313C YM9924.05C	642	REGION 471..502;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
Q03640	Tricalbin-3	TCB3 YML072C	1545	REGION 1..89;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 624..660;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1304..1404;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
Q02648	tRNA (uracil-O(2)-)-methyltransferase (EC 2.1.1.211) (tRNA(Ser) (uridine(44)-2'-O)-methyltransferase) (tRNA Um(44) 2'-O-methyltransferase)	TRM44 YPL030W	567	
Q06696	Vacuolar protein-sorting-associated protein 36 (ESCRT-II complex subunit VPS36)	VPS36 GRD12 VAC3 VPL11 YLR417W	566	
P40547	Vacuolar import and degradation protein 28 (Glucose-induced degradation protein 5)	VID28 GID5 YIL017C	921	REGION 822..867;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
Q3E7Y4	Putative uncharacterized helicase-like protein YBL112C	YBL112C	105	
Q3E776	Uncharacterized protein YBR255C-A	YBR255C-A	120	
Q8TGU8	Uncharacterized protein YBL071C-B	YBL071C-B	32	
Q6Q5P6	Transposon Ty4-H Gag polyprotein (TY4A) (Transposon Ty4 protein A)	TY4A-H YHLWTy4-1 GAG YHL009W-A YHL008W-B	413	REGION 380..413;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P38799	Uncharacterized protein YHR078W	YHR078W	552	
Q07530	Uncharacterized oxidoreductase YDL114W (EC 1.-.-.-)	YDL114W	308	
Q3E7Z7	Uncharacterized protein YDR003W-A	YDR003W-A	40	
P43622	Uncharacterized protein YFR054C	YFR054C	192	
Q8TGU0	Uncharacterized protein YGL007C-A	YGL007C-A	28	
Q2V2Q0	Putative uncharacterized protein YDL007C-A	YDL007C-A	85	
Q07555	Uncharacterized protein YDL129W	YDL129W	291	REGION 1..62;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 220..242;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 255..291;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
Q07454	UPF0592 protein YDL073W	YDL073W	984	REGION 675..712;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
Q02598	Uncharacterized protein YIL014C-A	YIL014C-A	104	
P40103	Uncharacterized protein YER188W	YER188W	239	
P32329	Aspartic proteinase 3 (EC 3.4.23.41) (Proprotein convertase) (Yapsin-1) [Cleaved into: Aspartic proteinase 3 subunit alpha; Aspartic proteinase 3 subunit beta]	YPS1 YAP3 YLR120C L2961 L9233.9	569	
Q08930	Ubiquitin carboxyl-terminal hydrolase MIY1 (EC 3.4.19.12) (Deubiquitinating enzyme MIY1)	YPL191C	360	REGION 317..360;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
Q3E7Y7	Uncharacterized protein YOR293C-A	YOR293C-A	49	
P26725	Probable mannosyltransferase YUR1 (EC 2.4.1.-)	YUR1 YJL139C J0657	428	REGION 25..88;  /note="Stem region";  /evidence="ECO:0000250"; REGION 89..428;  /note="Catalytic";  /evidence="ECO:0000250"
Q08980	Probable transport protein YPL264C	YPL264C	353	
Q07927	Uncharacterized protein YLR012C	YLR012C	99	
P47147	Phosphoinositide 3-phosphatase (EC 3.1.3.64) (Yeast myotubularin-related protein 1)	YMR1 YJR110W J2007	688	REGION 647..672;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
Q05948	Uncharacterized SVF1-like protein YLR225C	YLR225C	407	
Q07895	FAS1 domain-containing protein YLR001C	YLR001C L1388	862	
Q12531	Zinc finger protein YPR015C	YPR015C LPZ14c	247	
Q3E7A0	Uncharacterized protein YKL106C-A	YKL106C-A	39	
Q06235	Protein YLR162W	YLR162W	118	REGION 1..26;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P35995	Uncharacterized transcriptional regulatory protein YKL222C	YKL222C	705	
Q8TGT1	Uncharacterized protein YLR406C-A	YLR406C-A	49	
Q3E813	Uncharacterized protein YLR154C-G	YLR154C-G smORF421	49	
P28320	Splicing factor YJU2	YJU2 CWC16 YKL095W YKL442	278	REGION 228..278;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P38360	P-type cation-transporting ATPase (EC 7.2.2.21) (Cadmium resistance protein 2) (Cadmium-translocating P-type ATPase) (Cd(2+)-exporting ATPase)	PCA1 CAD2 PAY2 YBR295W YBR2112	1216	REGION 250..350;  /note="Metal-responding degradation signal"
P32943	S-phase entry cyclin-6	CLB6 YGR109C G5970	380	REGION 63..91;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
Q07843	Increased recombination centers protein 19 (Respiratory growth protein 4)	IRC19 RRG4 YLL033W	230	
P32486	Beta-glucan synthesis-associated protein KRE6 (Killer toxin-resistance protein 6)	KRE6 CWH48 YPR159W	720	REGION 1..90;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 117..142;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 167..189;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
Q07887	Protein LDB18 (Low dye-binding protein 18)	LDB18 YLL049W	179	
P22855	Alpha-mannosidase (EC 3.2.1.24) (Alpha-D-mannoside mannohydrolase)	AMS1 YGL156W G1861	1083	
Q04533	Putative cystathionine gamma-synthase YML082W (EC 2.5.1.48) (O-succinylhomoserine (thiol)-lyase)	YML082W	649	REGION 242..273;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P36066	Protein MRG3-like	YKL133C	463	
Q04341	Mitochondrial intermembrane space cysteine motif-containing protein MIX14 (Mitochondrial intermembrane space CX(n)C motif protein of 14 kDa)	MIX14 MIC14 YDR031W YD9673.01	121	
P41940	Mannose-1-phosphate guanyltransferase (EC 2.7.7.13) (ATP-mannose-1-phosphate guanylyltransferase) (GDP-mannose pyrophosphorylase) (NDP-hexose pyrophosphorylase)	PSA1 MPG1 SRB1 VIG9 YDL055C	361	
P25846	DNA mismatch repair protein MSH1, mitochondrial (MutS protein homolog 1)	MSH1 YHR120W	959	
P40965	MutS protein homolog 4	MSH4 YFL003C	878	REGION 22..41;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P32335	Protein MSS51, mitochondrial (Mitochondrial splicing suppressor protein 51)	MSS51 YLR203C L8167.17	436	REGION 43..66;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P36157	Putative transcriptional activator MSA2 (MBF and SBF-associated protein 2)	MSA2 YKR077W	363	REGION 1..20;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P38849	Maintenance of telomere capping protein 6	MTC6 YHR151C	526	
P53869	MIOREX complex component 7 (Mitochondrial organization of gene expression protein 7)	MRX7 YNL211C N1328	86	
P33201	Ribosome assembly factor MRT4 (mRNA turnover protein 4)	MRT4 YKL009W YKL160	236	
P40959	Sorting nexin MVP1	MVP1 YMR004W YM8270.06	511	REGION 1..36;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P36052	Protein arginine methyltransferase NDUFAF7 homolog, mitochondrial (EC 2.1.1.320) (NADH dehydrogenase [ubiquinone] complex I, assembly factor 7 homolog) (Protein midA homolog)	YKL162C YKL616	402	
Q92317	Negative cofactor 2 complex subunit beta (NC2 complex subunit beta) (Transcriptional repressor YDR1)	NCB2 YDR1 YDR397C	146	REGION 124..146;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P53939	Protein NIS1 (Jumonji domain-interacting protein 1) (Neck protein interacting with septins protein 1)	NIS1 JIP1 YNL078W N2337	407	REGION 41..64;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 277..315;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P25353	Ectonucleotide pyrophosphatase/phosphodiesterase 1 (E-NPP 1) [Includes: Alkaline phosphodiesterase 1 (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)]	NPP1 YCR026C YCR246 YCR26C	742	REGION 168..545;  /note="Phosphodiesterase"; REGION 640..670;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 686..711;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P40007	Nucleolar protein 16	NOP16 YER002W	231	REGION 1..30;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 77..120;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P37838	Nucleolar protein 4 (Nucleolar protein NOP77)	NOP4 NOP77 YPL043W	685	REGION 1..21;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 106..142;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 231..285;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 622..685;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P34909	General negative regulator of transcription subunit 4 (Modulator of transcription 2)	MOT2 CCL1 NOT4 SIG1 SSF1 YER068W	587	REGION 370..412;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
Q12408	Phosphatidylglycerol/phosphatidylinositol transfer protein (PG/PI-TP) (NPC2 homolog)	NPC2 YDL046W D2699	173	
P33755	Nuclear protein localization protein 4 (HMG-CoA reductase degradation protein 4)	NPL4 HRD4 YBR170C YBR1231	580	
Q05166	Nucleoporin ASM4 (Nuclear pore protein NUP59)	ASM4 NUP59 YDL088C D2420	528	REGION 23..64;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 88..144;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P35056	Peroxisomal targeting signal receptor (PTS1 receptor) (PTS1R) (Peroxin-5) (Peroxisomal protein PAS10)	PEX5 PAS10 YDR244W YD8419.11	612	REGION 1..24;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 129..151;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 182..202;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P16862	ATP-dependent 6-phosphofructokinase subunit beta (EC 2.7.1.11) (ATP-dependent 6-phosphofructokinase) (ATP-PFK) (Phosphofructokinase 2) (Phosphohexokinase)	PFK2 YMR205C YM8325.06C	959	REGION 2..573;  /note="N-terminal catalytic PFK domain 1";  /evidence="ECO:0000255|HAMAP-Rule:MF_03184, ECO:0000305|PubMed:21241708"; REGION 144..167;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 346..348;  /note="Substrate binding";  /evidence="ECO:0000255|HAMAP-Rule:MF_03184, ECO:0000269|PubMed:21241708"; REGION 390..392;  /note="Substrate binding";  /evidence="ECO:0000255|HAMAP-Rule:MF_03184, ECO:0000269|PubMed:21241708"; REGION 481..484;  /note="Substrate binding";  /evidence="ECO:0000255|HAMAP-Rule:MF_03184, ECO:0000269|PubMed:21241708"; REGION 574..587;  /note="Interdomain linker";  /evidence="ECO:0000255|HAMAP-Rule:MF_03184, ECO:0000305|PubMed:21241708"; REGION 588..959;  /note="C-terminal regulatory PFK domain 2";  /evidence="ECO:0000255|HAMAP-Rule:MF_03184, ECO:0000305|PubMed:21241708"; REGION 716..720;  /note="Fructose 2,6-bisphosphate binding; allosteric activator";  /evidence="ECO:0000255|HAMAP-Rule:MF_03184, ECO:0000269|PubMed:21241708"; REGION 761..763;  /note="Fructose 2,6-bisphosphate binding; allosteric activator";  /evidence="ECO:0000255|HAMAP-Rule:MF_03184, ECO:0000269|PubMed:21241708"; REGION 853..856;  /note="Fructose 2,6-bisphosphate binding; allosteric activator";  /evidence="ECO:0000255|HAMAP-Rule:MF_03184, ECO:0000269|PubMed:21241708"
P53295	Ribosome-interacting GTPase 2 (GTP-binding protein RBG2)	RBG2 GIR1 YGR173W	368	
P47104	Regulator of V-ATPase in vacuolar membrane protein 1 (Suppression of the onset of impotence protein 3)	RAV1 SOI3 YJR033C J1590	1357	REGION 1243..1357;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
Q03956	Regulator of V-ATPase in vacuolar membrane protein 2	RAV2 YDR202C YD9346.12C	351	
Q08760	Bud site selection protein RAX1 (Revert to axial protein 1)	RAX1 YOR301W	435	
Q12465	Bud site selection protein RAX2 (Revert to axial protein 2)	RAX2 YLR084C L2389 L9449.12	1220	REGION 1129..1151;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P06838	DNA repair protein RAD10	RAD10 YML095C	210	REGION 20..89;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P28519	DNA repair protein RAD14	RAD14 YMR201C YM8325.02C	371	REGION 26..48;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P31244	DNA repair protein RAD16 (EC 3.6.4.-) (ATP-dependent helicase RAD16)	RAD16 YBR114W YBR0909	790	REGION 1..141;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P21827	Guanine nucleotide exchange factor SRM1 (Pheromone response pathway component SRM1) (Pre-mRNA-processing protein 20) (Regulator of chromosome condensation) (Suppressor of receptor mutations 1) (mRNA transport protein 1)	SRM1 MTR1 PRP20 YGL097W	482	REGION 1..22;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 128..158;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P48581	DNA damage checkpoint control protein RAD17 (DNA repair exonuclease RAD17)	RAD17 YOR368W	401	REGION 367..393;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
Q03530	CAAX prenyl protease 2 (EC 3.4.-.-) (Prenyl protein-specific endoprotease 2) (PPSEP 2) (Ras and A-factor-converting enzyme) (RACE)	RCE1 YMR274C YM8156.16C	315	
P32864	Rab proteins geranylgeranyltransferase component A (Rab escort protein) (REP)	MRS6 MSI4 YOR370C	603	
P10862	Postreplication repair E3 ubiquitin-protein ligase RAD18 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase RAD18) (Radiation sensitivity protein 18)	RAD18 YCR066W YCR66W	487	REGION 222..254;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 407..487;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P06777	DNA repair protein RAD1	RAD1 YPL022W	1100	REGION 1..47;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1063..1100;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P32628	UV excision repair protein RAD23	RAD23 YEL037C SYGP-ORF29	398	REGION 75..149;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 195..216;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 229..252;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
Q06891	Trans-acting factor D (REP-antagonizing factor) (Recombinase-activating factor) (RAF)	RAF1 R0030W	181	
Q03713	Respiratory supercomplex factor 1, mitochondrial (Altered inheritance of mitochondria protein 31)	RCF1 AIM31 YML030W	159	
P53721	Respiratory supercomplex factor 2, mitochondrial (Altered inheritance of mitochondria protein 38)	RCF2 AIM38 YNR018W N3185	224	
Q05131	Solute carrier RCH1 (Regulator of calcium homeostasis 1)	RCH1 YMR034C YM9973.08C	434	
P38622	Serine/threonine-protein kinase RCK1 (EC 2.7.11.1)	RCK1 YGL158W G1854	512	REGION 502..512;  /note="Calmodulin-binding";  /evidence="ECO:0000255"
P38623	Serine/threonine-protein kinase RCK2 (EC 2.7.11.1) (CAM kinase-like protein kinase CLK1)	RCK2 CLK1 CMK3 YLR248W L9672.6	610	REGION 1..55;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 99..127;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 493..506;  /note="Calmodulin-binding";  /evidence="ECO:0000255"; REGION 541..564;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
Q04418	RNA polymerase II-associated protein RBA50 (RNA polymerase II-associated protein of 50 kDa)	RBA50 YDR527W	439	REGION 1..35;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 49..79;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
Q08096	RNA 3'-terminal phosphate cyclase-like protein	RCL1 RTC1 YOL010W	367	
P53972	25S rRNA (cytosine(2278)-C(5))-methyltransferase (EC 2.1.1.311) (rRNA m(5)C methyltransferase 1)	RCM1 YNL022C N2815	490	REGION 250..256;  /note="S-adenosyl-L-methionine binding";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01023"
P36054	Calcipressin-like protein (Down syndrome candidate region 1-like protein) (Regulator of calcineurin 1)	RCN1 DSCR1L YKL159C YKL613	211	
Q12044	Regulator of calcineurin 2 (Weak suppressor of PAT1 ts protein 1)	RCN2 WSP1 YOR220W YOR50-10	265	REGION 127..213;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 242..265;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
Q04779	Transcriptional regulatory protein RCO1	RCO1 YMR075W YM9916.14	684	REGION 1..48;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
Q9ZZX9	Putative uncharacterized protein Q0010, mitochondrial	Q0010 ORF6	128	
Q9ZZX8	Putative uncharacterized protein Q0017, mitochondrial	Q0017 ORF7	53	
Q9ZZX7	Putative uncharacterized protein Q0032, mitochondrial	Q0032 ORF8	96	
Q35811	Putative uncharacterized protein Q0092, mitochondrial	Q0092 ORF5 ORI5	46	
Q9ZZW4	Putative uncharacterized protein Q0142, mitochondrial	Q0142 ORF9	58	
Q9ZZW3	Putative uncharacterized protein Q0143, mitochondrial	Q0143 ORF10	50	
Q9ZZW2	Putative uncharacterized protein Q0144, mitochondrial	Q0144	109	
Q9ZZW1	Putative uncharacterized protein Q0182, mitochondrial	Q0182 ORF11	134	
Q9ZZV8	Putative uncharacterized protein Q0297, mitochondrial	Q0297 ORF12	51	REGION 1..42;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P38212	Protein RCR1 (Resistance to Congo red protein 1)	RCR1 YBR005W YBR0111	213	REGION 190..213;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
Q03446	Protein RCR2 (Protein SSH5) (Resistance to Congo red protein 2)	RCR2 SSH5 YDR003W YD8119.09	210	REGION 125..149;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 175..210;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
Q12270	Rhomboid protein 2 (EC 3.4.21.-)	RBD2 YPL246C	262	REGION 243..262;  /note="Disordered";  /evidence="ECO:0000256|SAM:MobiDB-lite"
P37299	Cytochrome b-c1 complex subunit 10, mitochondrial (Complex III subunit 10) (Complex III subunit XI) (Ubiquinol-cytochrome c oxidoreductase subunit 10) (Ubiquinol-cytochrome c reductase 8.5 kDa protein)	QCR10 YHR001W-A YHR001BW	77	
P39531	Recyclin-1	RCY1 YJL204C J0318 J0320	840	
P07256	Cytochrome b-c1 complex subunit 1, mitochondrial (Complex III subunit 1) (Core protein I) (Ubiquinol-cytochrome c oxidoreductase core protein 1) (Ubiquinol-cytochrome c reductase 44 kDa protein)	COR1 QCR1 YBL045C YBL0403	457	
P43122	tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein QRI7) (tRNA threonylcarbamoyladenosine biosynthesis protein QRI7)	QRI7 YDL104C D2366	407	REGION 170..174;  /note="Substrate binding";  /evidence="ECO:0000255|HAMAP-Rule:MF_03179, ECO:0000269|PubMed:25084372"; REGION 328..329;  /note="Substrate binding";  /evidence="ECO:0000255|HAMAP-Rule:MF_03179, ECO:0000269|PubMed:25084372"
