Entry	Gene.names	Protein.names
P53049	YOR1	Oligomycin resistance ATP-dependent permease YOR1 (ABC transporter YOR1) (ABC-type Cd(2+) transporter) (EC 7.2.2.2) (ABC-type glutathione-S-conjugate transporter) (EC 7.6.2.3) (Yeast oligomycin resistance protein 1)
Q12486	YOR131C	Uncharacterized hydrolase YOR131C (EC 3.-.-.-)
Q12139	YPR022C	Zinc finger protein YPR022C
Q04978	YML053C	Uncharacterized protein YML053C
Q3E736	YOR192C-C	Uncharacterized protein YOR192C-C
Q8TGJ1	YOL166W-A	UPF0320 protein YOL166W-A
Q08844	YOR365C	Uncharacterized membrane protein YOR365C
P0C5R9	YPR170W-B	Uncharacterized protein YPR170W-B
Q12179	YPL245W	Uncharacterized protein YPL245W
Q06595	YPR196W	Maltose fermentation regulatory protein YPR196W
Q12523	YPL247C	WD repeat-containing protein YPL247C
Q08976	YPL261C	Uncharacterized protein YPL261C
Q07688	YPD1	Phosphorelay intermediate protein YPD1 (Histidine-containing phosphotransfer protein YPD1) (Tyrosine phosphatase-dependent protein 1)
Q03177	YMR102C	WD repeat-containing protein YMR102C
P32912	VAM7	Vacuolar morphogenesis protein 7
P40890	VTH2	VPS10 homolog 2 (Sortilin VTH2)
Q08831	VTS1	RNA-binding protein VTS1 (VTI1-2 suppressor protein 1)
Q06696	VPS36	Vacuolar protein-sorting-associated protein 36 (ESCRT-II complex subunit VPS36)
Q2V2Q3	YBR201C-A	Putative uncharacterized protein YBR201C-A
P43538	YFL066C	Y' element ATP-dependent helicase YFL066C (EC 3.6.4.12)
P0CX91	YHR212W-A	Uncharacterized protein YHR212W-A
Q07791	TY2B-DR3	Transposon Ty2-DR3 Gag-Pol polyprotein (TY2A-TY2B) (Transposon Ty2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA); Ty2 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]
Q3E810	YLR342W-A	Uncharacterized protein YLR342W-A
O13574	YLR255C	Uncharacterized protein YLR255C
P33199	YGL015C	Uncharacterized protein YGL015C
P53054	YGL262W	Putative uncharacterized protein YGL262W
P47099	TY1A-JR2	Transposon Ty1-JR2 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]
P0CX74	TY1A-JR1	Transposon Ty1-JR1 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]
P47131	YJR085C	TMEM14 protein homolog YJR085C
P0C5P0	YJL197C-A	Uncharacterized protein YJL197C-A
Q3E7A6	YML007C-A	Uncharacterized protein YML007C-A, mitochondrial
P47173	YJR142W	Uncharacterized protein YJR142W
Q3E843	YMR158C-A	Uncharacterized protein YMR158C-A
P40497	YIL092W	Uncharacterized protein YIL092W
P40500	YIL089W	Uncharacterized membrane protein YIL089W
P39529	YJL206C	Putative transcriptional regulatory protein YJL206C
P38809	YHR097C	Uncharacterized protein YHR097C
Q12489	YDL012C	Cysteine-rich and transmembrane domain-containing protein YDL012C
P52488	UBA2	Ubiquitin-activating enzyme E1-like (Polymerase-interacting protein 2) (SMT3-activating enzyme subunit 2)
Q07468	VAM6	Vacuolar morphogenesis protein 6 (Vacuolar protein sorting-associated protein 39)
Q02792	RAT1	5'-3' exoribonuclease 2 (EC 3.1.13.-) (Ribonucleic acid-trafficking protein 1) (p116)
Q12071	VPS54	Vacuolar protein sorting-associated protein 54 (CPF1 genetically-interacting protein 1) (Temperature-sensitive clathrin synthetic mutation protein 3)
P12611	WHI2	Growth regulation protein
P38321	YBR225W	Uncharacterized protein YBR225W
P47118	YAE1	Protein YAE1
P53133	YGL117W	Uncharacterized protein YGL117W
P0C5M9	YFR009W-A	Uncharacterized protein YFR009W-A
Q05863	YLR281C	Uncharacterized peptide chain release factor-like protein YLR281C, mitochondrial
Q45U48	YGR035W-A	Uncharacterized protein YGR035W-A
P43625	YFR057W	Uncharacterized protein YFR057W
Q06698	YLR419W	Putative ATP-dependent RNA helicase YLR419W (EC 3.6.4.13)
Q03362	YDR476C	Uncharacterized protein YDR476C
P38722	YHL049C	Uncharacterized protein YHL049C
P43622	YFR054C	Uncharacterized protein YFR054C
Q07804	YEH1	Sterol esterase 1 (EC 3.1.1.13) (Steryl ester hydrolase 1)
Q03099	YML133C	Y' element ATP-dependent helicase YML133C (EC 3.6.4.12)
P40551	YIL012W	Uncharacterized protein YIL012W
P36087	YKL070W	Uncharacterized protein YKL070W
Q8TGS5	YMR272W-B	Uncharacterized protein YMR272W-B
Q12155	YLR050C	Uncharacterized membrane protein YLR050C
Q03480	YDR209C	Uncharacterized protein YDR209C
P0C2I3	TY1B-DR6	Transposon Ty1-DR6 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]
Q3E7A7	YKL018C-A	Uncharacterized protein YKL018C-A
P46987	YJL181W	UPF0508 protein YJL181W
Q12204	YOR022C	Probable phospholipase YOR022C, mitochondrial (EC 3.1.1.-)
Q12059	ULA1	NEDD8-activating enzyme E1 regulatory subunit (E1 N-terminus-related protein 2) (Ubiquitin-activating enzyme E1-like 1) (Ubiquitin-like activation protein 1)
P40017	YAT2	Carnitine O-acetyltransferase YAT2 (EC 2.3.1.7)
Q8TGJ7	YLL066W-B	Uncharacterized protein YLL066W-B
P32616	YEL045C	Uncharacterized protein YEL045C
Q06070	YLR407W	Uncharacterized protein YLR407W
Q06235	YLR162W	Protein YLR162W
Q8TGT6	YHR022C-A	Uncharacterized protein YHR022C-A
Q99219	TY3A-I	Transposon Ty3-I Gag polyprotein (Gag3) (Transposon Ty3-2 protein A) (TY3A) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p9 (NC) (p7)]
P47162	YJR128W	Uncharacterized protein YJR128W
A0A023PZF2	YEL009C-A	Uncharacterized protein YEL009C-A
Q03612	TY1B-ER1	Transposon Ty1-ER1 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]
P46996	YJL163C	Uncharacterized membrane protein YJL163C
P34231	YKL187C	Uncharacterized protein YKL187C
P43551	ZNF1	Respiratory transcription factor ZNF1 (Zinc finger protein 1)
Q08172	YOL024W	Putative uncharacterized protein YOL024W
Q06224	YSH1	Endoribonuclease YSH1 (EC 3.1.27.-) (Yeast 73 kDa homolog 1) (mRNA 3'-end-processing protein YSH1)
Q03161	YMR099C	Glucose-6-phosphate 1-epimerase (EC 5.1.3.15) (D-hexose-6-phosphate mutarotase)
P53303	ZPR1	Zinc finger protein ZPR1
P25573	MGR1	Mitochondrial inner membrane i-AAA protease supercomplex subunit MGR1 (Mitochondrial genome-required protein 1)
Q02889	MGR2	Protein MGR2 (Mitochondrial genome-required protein 2)
P32179	MET22	3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7) (3'(2'),5-bisphosphonucleoside 3'(2')-phosphohydrolase) (DPNPase) (Halotolerance protein HAL2) (Methionine-requiring protein 22)
P53045	ERG25	Methylsterol monooxygenase (EC 1.14.18.9) (C-4 methylsterol oxidase) (Sterol-C4-methyl oxidase)
Q04958	NTE1	Lysophospholipase NTE1 (EC 3.1.1.5) (Intracellular phospholipase B) (Neuropathy target esterase homolog)
P32336	NUD1	Protein NUD1
P27801	PEP3	Vacuolar membrane protein PEP3 (Carboxypeptidase Y-deficient protein 3) (Vacuolar morphogenesis protein 8) (Vacuolar protein sorting-associated protein 18) (Vacuolar protein-targeting protein 18)
Q08959	PGC1	Phosphatidylglycerol phospholipase C (EC 3.1.4.-)
P38009	ADE17	Bifunctional purine biosynthesis protein ADE17 [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]
P38622	RCK1	Serine/threonine-protein kinase RCK1 (EC 2.7.11.1)
P03871	REP1	Partitioning protein REP1 (R1) (Protein Baker) (Trans-acting factor B)
P38145	RIB5	Riboflavin synthase (RS) (EC 2.5.1.9)
P06738	GPH1	Glycogen phosphorylase (EC 2.4.1.1)
Q05778	PBA1	Proteasome chaperone 1 (Proteasome biogenesis-associated protein 1)
P36040	ADD66	Proteasome assembly chaperone 2 (Alpha-1-proteinase inhibitor-degradation deficient protein 66) (Proteasome biogenesis-associated protein 2)
Q07951	IRC25	Proteasome chaperone 3 (Increased recombination centers protein 25)
P40975	PMP2	Plasma membrane ATPase proteolipid 2
Q12245	POC4	Proteasome chaperone 4
P40473	POG1	Transcriptional activator POG1 (Promoter of growth protein 1)
P47190	PMT3	Dolichyl-phosphate-mannose--protein mannosyltransferase 3 (EC 2.4.1.109)
Q06108	RGC1	Regulator of the glycerol channel 1
P38339	RGD1	RHO GTPase-activating protein RGD1 (RhoGAP) (Related GAP domain protein 1)
P43556	RGD2	Rho-GTPase-activating protein RGD2
P38344	REI1	Cytoplasmic 60S subunit biogenesis factor REI1 (Required for isotropic bud growth protein 1) (pre-60S factor REI1)
P38234	RFS1	Protein RFS1 (RAD55 suppressor protein 1)
P09232	PRB1	Cerevisin (EC 3.4.21.48) (Proteinase YSCB) (Vacuolar protease B) (PrB)
P40012	HEM14	Protoporphyrinogen oxidase (PPO) (EC 1.3.3.4)
P53633	YIP3	Prenylated Rab acceptor 1
P07390	PET494	COX3 mRNA-specific translational activator PET494
Q99359	RAD61	Protein RAD61 (Radiation sensitivity protein 61)
Q06208	RIF2	Protein RIF2 (RAP1-interacting factor 2)
Q03778	FMN1	Riboflavin kinase (EC 2.7.1.26) (Flavin mononucleotide kinase 1)
P12689	REV1	DNA repair protein REV1 (EC 2.7.7.-) (Reversionless protein 1)
P40160	RIO2	Serine/threonine-protein kinase RIO2 (EC 2.7.11.1)
Q12192	RFM1	Repression factor of MSEs protein 1
P09938	RNR2	Ribonucleoside-diphosphate reductase small chain 1 (EC 1.17.4.1) (Ribonucleotide reductase R2 subunit 1) (Ribonucleotide reductase small subunit 1)
P32486	KRE6	Beta-glucan synthesis-associated protein KRE6 (Killer toxin-resistance protein 6)
P25566	MXR2	Peptide methionine sulfoxide reductase 2 (EC 1.8.4.12)
P11632	NHP6A	Non-histone chromosomal protein 6A
P38747	OTU2	OTU domain-containing protein 2
P54790	ORC3	Origin recognition complex subunit 3 (Origin recognition complex 62 kDa subunit)
P0CE87	PAU22	Seripauperin-22
P53112	PEX14	Peroxisomal membrane protein PEX14 (Peroxin-14)
P25578	PGS1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5) (Phosphatidylglycerophosphate synthase) (PGP synthase)
Q06651	PIB1	E3 ubiquitin-protein ligase PIB1 (EC 2.3.2.27) (Phosphatidylinositol 3-phosphate-binding protein 1) (RING-type E3 ubiquitin transferase PIB1)
P38291	POP7	Ribonucleases P/MRP protein subunit POP7 (EC 3.1.26.5) (RNA-processing protein POP7) (RNases P/MRP 15.8 kDa subunit)
P23639	PRE8	Proteasome subunit alpha type-2 (Macropain subunit Y7) (Multicatalytic endopeptidase complex subunit Y7) (Proteasome component Y7) (Proteinase YSCE subunit 7)
P53252	PIL1	Sphingolipid long chain base-responsive protein PIL1
P32523	PRP19	Pre-mRNA-processing factor 19 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase PRP19)
P51401	RPL9B	60S ribosomal protein L9-B (L8) (Large ribosomal subunit protein uL6-B) (RP24) (YL11)
P51998	YML6	54S ribosomal protein YmL6, mitochondrial (Mitochondrial large ribosomal subunit protein uL4m)
P53140	RMD9	Protein RMD9, mitochondrial (Required for meiotic nuclear division protein 9)
P39677	MEF2	Ribosome-releasing factor 2, mitochondrial (RRF2mt) (Elongation factor G 2, mitochondrial) (EF-G2mt) (mEF-G 2)
P38961	RRP8	25S rRNA (adenine(645)-N(1))-methyltransferase (EC 2.1.1.287) (Ribosomal RNA-processing protein 8)
P57743	LSM3	U6 snRNA-associated Sm-like protein LSm3 (SmX4 protein)
P53390	MEP3	Ammonium transporter MEP3
P39692	MET10	Sulfite reductase [NADPH] flavoprotein component (EC 1.8.1.2)
P34162	SRB2	Mediator of RNA polymerase II transcription subunit 20 (Hyper-recombination suppressor protein 2) (Mediator complex subunit 20) (Suppressor of RNA polymerase B 2)
P15424	MSS116	ATP-dependent RNA helicase MSS116, mitochondrial (EC 3.6.4.13)
P38172	MRX3	MIOREX complex component 3 (Mitochondrial organization of gene expression protein 3)
P41800	MMM1	Maintenance of mitochondrial morphology protein 1 (Mitochondrial outer membrane protein MMM1) (Yeast mitochondrial escape protein 6)
P25270	MRM1	rRNA methyltransferase 1, mitochondrial (EC 2.1.1.-) (21S rRNA (guanosine(2270)-2'-O)-methyltransferase) (21S rRNA [Gm2270] 2'-O-methyltransferase) (Mitochondrial large ribosomal RNA ribose methylase) (Petite colonies protein 56)
P21375	OSM1	Fumarate reductase 2 (FRDS2) (EC 1.3.1.6) (NADH-dependent fumarate reductase) (Osmotic sensitivity protein 1) (Soluble fumarate reductase, mitochondrial isozyme)
P15873	POL30	Proliferating cell nuclear antigen (PCNA)
P0CE88	PAU1	Seripauperin-1
P53248	PEX8	Peroxisomal biogenesis factor 8 (Peroxin-8) (Peroxisomal protein PAS6)
P50091	PEX21	Peroxisomal membrane protein PEX21 (Peroxin-21)
P24031	PHO3	Constitutive acid phosphatase (EC 3.1.3.2)
Q12057	PIN2	[PSI+] induction protein 2
Q07350	PRP11	Pre-mRNA-splicing factor PRP11
P53037	PSD2	Phosphatidylserine decarboxylase proenzyme 2 (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase 2 beta chain; Phosphatidylserine decarboxylase 2 alpha chain]
P54113	ADE16	Bifunctional purine biosynthesis protein ADE16 [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]
P25364	HCM1	Forkhead transcription factor HCM1 (High-copy suppressor of calmodulin protein 1)
P0CE41	HAP1	Heme-responsive zinc finger transcription factor HAP1 (CYP1 activatory protein) (Heme activator protein 1)
Q08220	GSH2	Glutathione synthetase (GSH synthetase) (GSH-S) (EC 6.3.2.3) (Glutathione synthase)
P38800	LAM4	Membrane-anchored lipid-binding protein LAM4 (Lipid transfer at contact site protein 3) (Lipid transfer protein anchored at membrane contact sites 1)
Q08920	CBC2	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein) (NCBP 20 kDa subunit) (CBP20)
P53150	LIF1	Ligase-interacting factor 1
P41910	MAF1	Repressor of RNA polymerase III transcription MAF1
Q99189	MTR10	mRNA transport regulator MTR10
P43611	OSW7	Outer spore wall protein 7
P52891	NUP84	Nucleoporin NUP84 (Nuclear pore protein NUP84)
P53261	NOP7	Pescadillo homolog (Nucleolar protein 7) (Ribosomal RNA-processing protein 13)
P53131	PRP43	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43 (EC 3.6.4.13) (Helicase JA1)
P32945	PPQ1	Serine/threonine-protein phosphatase PPQ (EC 3.1.3.16)
P29453	RPL8B	60S ribosomal protein L8-B (L4) (L4-1) (Large ribosomal subunit protein eL8-B) (RP6) (YL5)
P49626	RPL4B	60S ribosomal protein L4-B (L2) (Large ribosomal subunit protein uL4-B) (RP2) (YL2)
P04050	RPO21	DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit 1) (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (RNA polymerase II subunit B220)
P53437	RRN9	RNA polymerase I-specific transcription initiation factor RRN9
P36084	MUD2	Splicing factor MUD2
Q03503	MAK3	N-alpha-acetyltransferase 30 (EC 2.3.1.256) (L-A virus GAG protein N-acetyltransferase subunit MAK3) (Maintenance of killer protein 3) (N-terminal acetyltransferase C complex catalytic subunit MAK3) (NatC complex subunit MAK3) (NatC catalytic subunit)
P25293	NAP1	Nucleosome assembly protein
P38798	NMD2	Nonsense-mediated mRNA decay protein 2 (Up-frameshift suppressor 2)
P53939	NIS1	Protein NIS1 (Jumonji domain-interacting protein 1) (Neck protein interacting with septins protein 1)
P53136	NSA1	Ribosome biogenesis protein NSA1 (NOP7-associated protein 1)
P50874	ORC5	Origin recognition complex subunit 5 (Origin recognition complex 53 kDa subunit)
Q12477	PCL9	PHO85 cyclin-9
P32263	PRO3	Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2)
Q04119	PPN1	Endopolyphosphatase (EC 3.6.1.10) (Deoxyadenosine triphosphate phosphohydrolase) (dATP phosphohydrolase) (EC 3.6.1.-) (Exopolyphosphatase) (EC 3.6.1.11) (Phosphate metabolism protein 5)
P32588	PUB1	Nuclear and cytoplasmic polyadenylated RNA-binding protein PUB1 (ARS consensus-binding protein ACBP-60) (Poly uridylate-binding protein) (Poly(U)-binding protein)
P31374	PSK1	Serine/threonine-protein kinase PSK1 (EC 2.7.11.1) (PAS kinase 1)
Q9ZZW4	Q0142	Putative uncharacterized protein Q0142, mitochondrial
P41909	PXA1	Peroxisomal long-chain fatty acid import protein 2 (Peroxisomal ABC transporter 1)
P39994	PXP1	Putative 2-hydroxyacyl-CoA lyase (EC 4.1.-.-) (Peroxisomal protein 1)
P49166	RPL37A	60S ribosomal protein L37-A (L43) (Large ribosomal subunit protein eL37-A) (YL35) (YP55)
P34246	MTC2	Maintenance of telomere capping protein 2
P40897	OPT1	Oligopeptide transporter 1 (High affinity glutathione transporter 1)
P54964	REX2	Oligoribonuclease, mitochondrial (EC 3.1.-.-)
P38794	PCL5	PHO85 cyclin-5 (G1/S-specific cyclin PCL5)
Q12370	PAU17	Seripauperin-17
P53756	PDR18	ABC transporter ATP-binding protein/permease PDR18 (Pleiotropic drug resistance protein 18)
P20095	PRP2	Pre-mRNA-splicing factor ATP-dependent RNA helicase-like protein PRP2 (EC 3.6.4.13) (Pre-mRNA-processing protein 2)
P40327	RPT2	26S proteasome regulatory subunit 4 homolog (Tat-binding homolog 5)
P26570	PPZ1	Serine/threonine-protein phosphatase PP-Z1 (EC 3.1.3.16)
P34227	PRX1	Peroxiredoxin PRX1, mitochondrial (Prx) (EC 1.11.1.25) (EC 1.11.1.27) (1-Cys PRX) (Glutaredoxin-dependent peroxiredoxin) (Glutathione-dependent peroxiredoxin) (Mitochondrial thiol peroxidase) (mTPx) (Thioredoxin peroxidase)
Q07949	PSR2	Probable phosphatase PSR2 (EC 3.1.3.-) (Plasma membrane sodium response protein 2)
P36081	PSG1	PMA1 stabilization in the Golgi protein 1 [Cleaved into: PSG1-N'; PSG1-C']
Q08273	HRT1	RING-box protein HRT1 (RING-box protein 1) (E3 ubiquitin-protein ligase complex SCF subunit HRT1) (High level expression reduces Ty3 transposition protein 1) (Regulator of cullins protein 1)
Q12270	RBD2	Rhomboid protein 2 (EC 3.4.21.-)
P39937	PAC2	Protein PAC2
Q12387	MDM20	N-terminal acetyltransferase B complex subunit MDM20 (NatB complex subunit MDM20) (Dislikes extra CIN8 protein 1) (Mitochondrial distribution and morphology protein 20)
Q02642	EGD1	Nascent polypeptide-associated complex subunit beta-1 (NAC-beta-1) (BTF3 homolog EGD1) (Beta-1-NAC) (GAL4 DNA-binding enhancer protein 1)
P08964	MYO1	Myosin-1 (Type II myosin)
P32860	NFU1	NifU-like protein, mitochondrial
P87284	PMP3	Plasma membrane proteolipid 3
Q06148	NEJ1	Non-homologous end-joining protein 1
Q07623	NOP6	Nucleolar protein 6
P49704	PRP31	Pre-mRNA-processing factor 31
P32264	PRO1	Glutamate 5-kinase (GK) (EC 2.7.2.11) (Gamma-glutamyl kinase)
P04161	ADE8	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)
Q12146	PSF3	DNA replication complex GINS protein PSF3 (Partner of Sld five 3)
Q04149	MUS81	Crossover junction endonuclease MUS81 (EC 3.1.22.-) (MMS and UV-sensitive protein 81)
P06100	CDC36	General negative regulator of transcription subunit 2 (cell division cycle protein 36)
Q12129	NMD4	Nonsense-mediated decay protein 4
P53915	NRK1	Nicotinamide riboside kinase (NRK) (NmR-K) (EC 2.7.1.22) (Nicotinic acid riboside kinase) (EC 2.7.1.173) (Ribosylnicotinamide kinase) (RNK) (Ribosylnicotinic acid kinase)
Q99380	OST4	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST4 (Oligosaccharyl transferase subunit OST4) (Oligosaccharyl transferase 4 kDa subunit) (OTase 4 kDa subunit)
P40038	PCL6	PHO85 cyclin-6
Q04734	RIM9	pH-response regulator protein palI/RIM9 (Regulator of IME2 protein 9)
Q04636	POB3	FACT complex subunit POB3 (Facilitates chromatin transcription complex subunit POB3)
P00635	PHO5	Repressible acid phosphatase (EC 3.1.3.2) (P60)
Q07653	HBT1	Protein HBT1 (HUB1 target protein 1)
P38199	HEK2	Heterogeneous nuclear rnp K-like protein 2 (KH domain-containing protein 1)
Q01919	KIN4	Serine/threonine-protein kinase KIN4 (EC 2.7.11.1)
Q08268	MCH4	Probable transporter MCH4
P29469	MCM2	DNA replication licensing factor MCM2 (EC 3.6.4.12) (Minichromosome maintenance protein 2)
Q06630	MHR1	Mitochondrial homologous recombination protein 1 (Cross-linked transcription component 1) (Mitochondrial large ribosomal subunit protein mL67)
P01149	MF(ALPHA)1	Mating factor alpha-1 (Alpha-1 mating pheromone) [Cleaved into: Mating factor alpha]
Q03790	NUP53	Nucleoporin NUP53 (Nuclear pore protein NUP53)
P38219	OLA1	Obg-like ATPase 1
P13259	PCT1	Choline-phosphate cytidylyltransferase (EC 2.7.7.15) (CTP:phosphocholine cytidylyltransferase) (CCT) (CT) (Phosphorylcholine transferase)
Q12511	PTC5	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial (PDP 1) (EC 3.1.3.43) (Phosphatase two C protein 5) (Protein phosphatase 2C homolog 5) (PP2C-5) (Protein phosphatase of PDH protein 1) (Pyruvate dehydrogenase complex phosphatase 1) (PDC phosphatase 1)
P38921	PET8	Putative mitochondrial carrier protein PET8
P46956	PHO86	Inorganic phosphate transporter PHO86
Q05788	PNP1	Purine nucleoside phosphorylase (PNP) (EC 2.4.2.1) (Inosine phosphorylase) (Inosine-guanosine phosphorylase)
Q04049	RAD30	DNA polymerase eta (EC 2.7.7.7) (Radiation-sensitive protein 30)
Q12310	PRR2	Serine/threonine-protein kinase PRR2 (EC 2.7.11.1) (Pheromone response regulator 2)
P08468	PET111	Protein PET111, mitochondrial
P38876	PTH1	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)
P41903	TES1	Peroxisomal acyl-coenzyme A thioester hydrolase 1 (EC 3.1.2.2) (Peroxisomal long-chain acyl-CoA thioesterase 1)
Q02256	YVH1	Tyrosine-protein phosphatase YVH1 (PTPase YVH1) (EC 3.1.3.48)
P48525	MSE1	Glutamate--tRNA ligase, mitochondrial (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)
P48606	RBL2	Tubulin-specific chaperone A (Tubulin-folding cofactor A) (CFA)
