Protein	Gene	Cluster	Complex	Detected_WT	Detected_M	Abundance_Change_WT	Abundance_Change_M	LiP_Change_WT	LiP_Change_M	FiLiP_Change_WT	FiLiP_Change_M	high_confidence_FiLiP_WT	high_confidence_FiLiP_M	Gcn5_target	SAGA_transcript
Q04511	UFO1	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P47005	DAS1	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P39014	MET30	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q08496	DIA2	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q06479	YLR352W	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38352	SAF1	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12347	HRT3	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Q04781	RKR1	42	Ribosome quality control complex|1|6;CDC48-NPL4-UFD1 AAA ATPase complex|1|3;CDC48-NPL4-VMS1 AAA ATPase complex|1|3;CDC48-CDC23-UFD2 complex|1|1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q05468	RQC1	42	Ribosome quality control complex|1|6;CDC48-NPL4-UFD1 AAA ATPase complex|1|3;CDC48-NPL4-VMS1 AAA ATPase complex|1|3;CDC48-CDC23-UFD2 complex|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12532	RQC2	42	Ribosome quality control complex|1|6;CDC48-NPL4-UFD1 AAA ATPase complex|1|3;CDC48-NPL4-VMS1 AAA ATPase complex|1|3;CDC48-CDC23-UFD2 complex|1|1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P00830	ATP2	106	Mitochondrial proton-transporting ATP synthase complex|2|17	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
P00854	ATP6	106	Mitochondrial proton-transporting ATP synthase complex|2|17	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P00856	ATP8	106	Mitochondrial proton-transporting ATP synthase complex|2|17	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P05626	ATP4	106	Mitochondrial proton-transporting ATP synthase complex|2|17	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P07251	ATP1	106	Mitochondrial proton-transporting ATP synthase complex|2|17	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
P09457	ATP5	106	Mitochondrial proton-transporting ATP synthase complex|2|17	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P21306	ATP15	106	Mitochondrial proton-transporting ATP synthase complex|2|17	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P30902	ATP7	106	Mitochondrial proton-transporting ATP synthase complex|2|17	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38077	ATP3	106	Mitochondrial proton-transporting ATP synthase complex|2|17	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P61829	OLI1	106	Mitochondrial proton-transporting ATP synthase complex|2|17	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P81449	TIM11	106	Mitochondrial proton-transporting ATP synthase complex|2|17	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P81450	ATP18	106	Mitochondrial proton-transporting ATP synthase complex|2|17	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P81451	ATP19	106	Mitochondrial proton-transporting ATP synthase complex|2|17	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q06405	ATP17	106	Mitochondrial proton-transporting ATP synthase complex|2|17	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12165	ATP16	106	Mitochondrial proton-transporting ATP synthase complex|2|17	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12233	ATP20	106	Mitochondrial proton-transporting ATP synthase complex|2|17	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Q12349	ATP14	106	Mitochondrial proton-transporting ATP synthase complex|2|17	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
